title,type,description,release_year,runtime,genres,production_countries,tmdb_popularity,Actors
Fullmetal Alchemist,MOVIE,Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,2017,135,'fantasy';'scifi';'action','JP',15.705,Ryosuke Yamada;Atomu Mizuishi;Tsubasa Honda;Dean Fujioka;Ryuta Sato;Misako Renbutsu;Yo Oizumi;Kenjirou Ishimaru;Yasuko Matsuyuki;Kanata Hongo;Fumiyo Kohinata;Natsuki Harada;Jun Kunimura;Natsuna Watanabe;Fumihiko Sori
Animal World,MOVIE,"Drifting aimlessly through life, Kaisi has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson. All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skin.",2018,125,'thriller';'fantasy';'drama';'action';'scifi';'comedy','CN',24.922,Li Yifeng;Zhou Dongyu;Michael Douglas;Cao Bingkun;Zhang Nianhua;Li Yijuan;Yan Han
The Good Cop,SHOW,"Honest cop Tony Jr. gets advice from his unscrupulous father, retired NYPD officer Tony Sr., about everything from his job to his love life.",2018,46,'drama';'comedy';'crime';'documentation','US',8.714,Bill Kottkamp;Josh Groban;Monica Barbaro;Isiah Whitlock Jr.;Tony Danza
The Protector,SHOW,"The epic adventure of Hakan, a young shopkeeper whose modern world gets turned upside down when he learns he’s connected to a secret, ancient order, tasked with protecting Istanbul.",2018,44,'action';'fantasy';'scifi';'drama','TR',24.058,Çağatay Ulusoy;Hazar Ergüçlü;Okan Yalabık;Funda Eryiğit;Boran Kuzum
Wheelman,MOVIE,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,2017,82,'action';'crime';'thriller','US',15.282,"Frank Grillo;Caitlin Carmichael;Garret Dillahunt;Shea Whigham;Wendy Moniz;John Cenatiempo;Slaine;William Xifaras;Jeffrey Samai;Seth Ayott;Eddie James Fernandez, Jr.;John Vincent Mason;James Fierro;Chris Nolte;Mike Fierro;Jeff Medeiros;Patrick M. Walsh;Chad Knorr;Jeffery Kincannon;Mike Koutrobis;Ken Murray;Leah Procito;Steven Rears;Jessica Rockwood;Precious White;Jeremy Rush"
Pop Team Epic,SHOW,"Crude, rude, and a little…cute? Get ready for the larger-than-life attitude of Popuko and Pipimi, the small and tall stars of Pop Team Epic! Based off the bizarre four-panel webcomic by Bukubu Okawa comes a comedy that’ll throw you off with its out-there jokes and intense absurdity. You think you’re ready for these girls? Think again, F#%**er!",2018,23,'comedy';'animation','JP',7.074,Shunsuke Itakura;Tōru Adachi;Fanny Bloc;Christine Bellier
Voice,SHOW,"It's 3 minutes for hearers, but a life for the callers. A crime thriller chasing even the slightest sounds to rescue people's lives calling for urgent help.",2017,63,'crime';'thriller';'action','KR',17.025,Lee Ha-na;Song Seung-heon;Son Eun-seo;Kim Joong-ki;Baek Sung-hyun;Song Boo-Gun;Kang Seung-yoon;Shin Yong Hwi
Cristela Alonzo: Lower Classy,MOVIE,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",2017,66,'comedy','US',3.336,Cristela Alonzo;Marcus Raboy
Brain on Fire,MOVIE,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",2017,88,'drama';'european','CA';'IE',12.009,Chloë Grace Moretz;Thomas Mann;Richard Armitage;Carrie-Anne Moss;Jenny Slate;Tyler Perry;Alex Zahara;Jenn MacLean-Angus;Ken Tremblett;Navid Negahban;Robert Moloney;Agam Darshi;Janet Kidder;Vincent Gail;Daniel Bacon;Alison Araya;Brian McCaig;Elizabeth Bowen;Nicole LaPlaca;Lindsay Navarro;Jessie Fraser;Lee Majdoub;Gerard Barrett
Patriot Act with Hasan Minhaj,SHOW,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",2018,25,'comedy','US',9.203,Hasan Minhaj
Bleach,MOVIE,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother's death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.",2018,108,'fantasy';'action','JP',25.802,Sota Fukushi;Hana Sugisaki;Ryo Yoshizawa;Erina Mano;Yū Koyanagi;Taichi Saotome;MIYAVI;Seiichi Tanabe;Masami Nagasawa;Yosuke Eguchi;Miyu Andô;Kokoro Hirasawa;Hiroto Yamada;Risako Ito;Shinsuke Sato
The Epic Tales of Captain Underpants,SHOW,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,2018,24,'animation';'comedy';'action';'family','US',11.851,Nat Faxon;Jay Gragnani;Ramone Hamilton;Sean Astin;Peter Hastings;Jorge Diaz;Dayci Brookshire
The Mire,SHOW,"The town is shocked with a brutal double murder. The ""Courier"" hands the case to an experienced journalist - Witold Wanycz. At the same time, he learns about the mysterious suicide of two teenagers. Together with Piotr, a young journalist, they start their own investigation.",2018,54,'drama';'crime';'thriller','PL',13.039,Krzysztof Oleksyn;Dawid Ogrodnik;Zofia Wichłacz;Ireneusz Czop;Magdalena Różczka;Łukasz Simlat;Michał Pawlik;Mikołaj Chroboczek;Agnieszka Żulewska;Andrzej Seweryn;Magda Biegańska
You Get Me,MOVIE,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",2017,89,'thriller';'romance';'drama';'crime','US',20.089,Bella Thorne;Halston Sage;Taylor John Smith;Nash Grier;Anna Akana;Rhys Wakefield;Brigid Brannagh;Kathryn Morris;Kimberly Williams-Paisley;Yasmine Al-Bustami;Boyd Kestner;Farrah Mackenzie;Garcelle Beauvais;Josh Banday;Jensen LeFlore;Alison Segura;Desmond Evan;Brent Bonacorso
Rotten,SHOW,This docuseries travels deep into the heart of the food supply chain to reveal unsavory truths and expose hidden forces that shape what we eat.,2018,56,'documentation','US',6.812,Latif Nasser
Murder Mountain,SHOW,"In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again.",2018,43,'crime';'documentation','US',2.589,Joshua Zeman
"My Teacher, My Obsession",MOVIE,"Riley is struggling to make friends after transferring to a new high school where her father, Chris, is an English teacher. When she meets Kyla, they quickly becomes close friends. However, the friendship takes a strange turn when Riley learns that Kyla is obsessed with her dad. Will Kyla successfully seduce Chris and start a twisted new life with him by removing everyone in her path, or will Riley be able to save her father from Kyla’s treacherous plot before it’s too late?",2018,105,'thriller';'drama','US',25.407,Lucy Loken;Rusty Joiner;Laura Bilgeri;Jana Lee Hamblin;Alexandria DeBerry;Bruno Rose;Lestonja Diaz;David Ditmore;Dakota Bruton;Theresa Sutera;Vin Morreale Jr;Damián Romay
Voyeur,MOVIE,"Journalism icon Gay Talese reports on Gerald Foos, the Colorado motel owner who allegedly secretly watched his guests with the aid of specially designed ceiling vents, peering down from an ""observation platform"" he built in the motel's attic.",2017,95,'documentation';'crime';'drama','US',9.593,Gay Talese;Gerald Foos;Myles Kane;Josh Koury
Bathtubs Over Broadway,MOVIE,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.",2018,87,'comedy';'music';'documentation','US',2.742,Steve Young;Martin Short;Florence Henderson;David Letterman;Chita Rivera;Sheldon Harnick;Susan Stroman;Jello Biafra;Willi Burke;Don Bolles;Hank Beebe;Sid Siegel;Peter Shawn;Melody Rogers;Dava Whisenant
Scissor Seven,SHOW,"Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",2018,16,'comedy';'drama';'action';'animation';'fantasy';'romance','CN',82.499,He Xiaofeng;Zhao Chengchen;He Xiaofeng
Psychokinesis,MOVIE,"An ordinary guy suddenly finds he has superpowers he can use to help his spirited daughter and the people around them, but he also runs into trouble in the process.",2018,101,'fantasy';'action';'comedy','KR',23.968,Ryu Seung-ryong;Shim Eun-kyung;Park Jeong-min;Kim Min-jae;Jung Yu-mi;Yoo Seung-mok;Kim Yeong-seon;Ye Soo-jung;Tae Hang-ho;Jung Young-ki;Lee Je-yeon;Kim Ki-chun;Go Na-Hee;Lee Jeong-eun;Kim Do-yoon;Woo Jung-kook;Han Sung-soo;Hwang Yeon-hui;Yoon Don-sun;Jong Ho;Yeon Sang-ho
Alexa & Katie,SHOW,Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.,2018,25,'comedy';'drama','US',32.166,Paris Berelc;Isabel May;Tiffani Thiessen;Emery Kelly;Adam Ian Cohen;Finn Carr;Eddie Shin;Jolie Jenkins
Adam Sandler: 100% Fresh,MOVIE,"Adam Sandler takes his comical musical musings back out on the road, from comedy clubs to concert halls to one very unsuspecting subway station.",2018,73,'comedy';'music','US',12.969,Adam Sandler;Rob Schneider;Dan Bulla;Steven Brill
Girl from Nowhere,SHOW,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",2018,44,'drama';'thriller';'crime';'fantasy';'horror','TH',45.88,Chicha Amatayakul
Girl,MOVIE,A promising teenage dancer enrolls at a prestigious ballet school while grappling with her gender dysphoria.,2018,105,'drama';'european','NL';'BE',15.457,Victor Polster;Arieh Worthalter;Oliver Bodart;Tijmen Govaerts;Chris Thys;Nele Hardiman;Katelijne Damen;Valentijn Dhaenens;Magali Elali;Alice de Broqueville;Alain Honorez;Angelo Tijssens;Marie-Louise Wilderijckx;Virginia Hendricksen;Daniel Nicodème;Els Olaerts;Hélène Theunissen;Alexia Depicker;Steve Driesen;Ingrid Heiderscheidt;Anthime Breyne;William Banu;Rilke Eyckermans;Naomi Velissariou;Sophie Huygens;Annelies Moens;Pieter Piron;Lukas Dhont
The Polka King,MOVIE,Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.,2017,95,'comedy';'music';'drama','US',8.066,Jack Black;Jenny Slate;Jason Schwartzman;Jacki Weaver;J.B. Smoove;Robert Capron;Willie Garson;Vanessa Bayer;Robert Macaux;Mary Klug;Wallace Wolodarsky;Lew Schneider;Phyllis Kay;Richard Donelly;Kati Salowsky;Jordan Lloyd;Rachel Annette Helson;Anthony Estrella;Melody Vasquez;Randy Tow;Marilyn Busch;Russell Gibson;China Forbes;Jim Boyd;Portland Helmich;Bruce-Robert Serafin;Wendy Overly;Jessica Baade;Keith Mascoll;Owen Burke;Juani Feliz;Peter Ackerman;Irvin Wallace;Michael Jibrin;Mickey Gilmore;Leah Procito;Alex Ziwak;Arthur Hiou;Shawn Contois;Brina;Brandon Scales;Anastasia Tsikhanava;Marybeth Paul;Lara Pezza;Bella Moore;Robert Marsella;Angel Connell;Rob Lévesque;Lance Norris;Richard Pacheco;Leonel Severino;John Franchi;Kobi Polisky;Ted Sterner;Jed Griswold;Jeffery Kincannon;Suzanne Gillies;Harold Rudolph;Michele Mortensen;Benjamin James Chaplin;Wendy Hartman;Lino Tanaka;Ron G. Young;Rich Rothbell;Glenn W. Kane;Tony Moreira;Kayla Kohla;Eric Berghman;Alexa Hartman;Tony Jones;Mary Jane Brennan Sangiolo;Kevin Paul Healey;Steve Provizer;Luke Nelson;Pasquale Dalessio;Frank Cacciola;Joe Cali;Charlie Flannery;Stephen Kyle;Dan Marshall;Americo Presciutti;Maya Forbes
The House of Flowers,SHOW,The outward perfection of a family-run flower business hides a dark side rife with dysfunctional secrets in this darkly humorous comedy series.,2018,31,'comedy';'drama','MX',31.664,Aislinn Derbez;Dario Yazbek Bernal;Cecilia Suárez;Juan Pablo Medina;Arturo Ríos;Paco León;Luis de la Rosa;Norma Angélica
Blame!,MOVIE,"In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",2017,106,'scifi';'animation';'action';'drama';'thriller','JP',31.452,Takahiro Sakurai;Kana Hanazawa;Sora Amamiya;Mamoru Miyano;Aya Suzaki;Nobunaga Shimazaki;Nanako Mori;Kazuhiro Yamaji;Hiroyuki Seshita
First They Killed My Father,MOVIE,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,2017,136,'war';'drama';'history','US';'KH',11.844,Sareum Srey Moch;Phoeung Kompheak;Sveng Socheata;Mun Kimhak;Heng Dara;Khoun Sothea;Sarun Nika;Run Malyna;Oun Srey Neang;Horm Chhora;Nout Sophal;Tharoth Sam;Mony Rous;Angelina Jolie
The Magic School Bus Rides Again,SHOW,Ms. Frizzle's sister takes her class on a slew of wild science adventures in this update of the beloved animated show.,2017,25,'animation';'family';'fantasy','US',10.885,Kate McKinnon;Miles Koseleci-Vieira;Lynsey Pham
MFKZ,MOVIE,"Angelino is just one of thousands of deadbeats living in Dark Meat City. But an otherwise unremarkable scooter accident caused by a beautiful, mysterious stranger is about to transform his life... into a waking nightmare! He starts seeing monstrous forms prowling around all over the city... Is Angelino losing his mind, or could an alien invasion really be happening this quietly...?",2018,95,'scifi';'comedy';'thriller';'animation';'action';'european','FR';'JP',7.664,Orelsan;Gringe;Redouanne Harjane;Féodor Atkine;Kelly Marot;Julien Kramer;Emmanuel Karsen;Gilbert Levy;Jérémie Covillault;Alain Dorval;Frantz Confiac;Edgar Givry;Pauline Moingeon Vallès;Fouzia Youssef;Guillaume Renard;Shoujirou Nishimi;Guillaume Renard
The Worst Witch,SHOW,"Join Mildred Hubble in CBBC's adaptation of The Worst Witch books, written by Jill Murphy.",2017,28,'scifi';'family';'fantasy';'european','GB',49.402,Lydia Page;Megan Hughes;Tamara Smart;Jenny Richardson;Dagny Rollins;Clare Higgins;Raquel Cassidy;Shauna Shim;Kelsey Calladine-Smith;Annette Hannah;Trixie Hyde;Kitty Slack;Ynez Williams;Saoirse Addison;Luciana Akpobaro;Billie Boullet;Nitin Ganatra;Zita Sattar;Karen Paullada
Magic for Humans,SHOW,"From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",2018,23,'reality';'comedy','US',6.964,Adam Franklin
QB1: Beyond the Lights,SHOW,"A 10-part docuseries following high-school quarterbacks, on and off the field, throughout their unforgettable senior seasons.",2017,32,'drama';'reality';'documentation';'sport','US',2.01,Lance LeGendre;Spencer Rattler;Nik Scalzo
Show Dogs,MOVIE,"Starring Will Arnett, Chris ""Ludacris"" Bridges, Natasha Lyonne, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Alan Cumming, and Stanley Tucci, SHOW DOGS is a family comedy about the unlikely pairing of a human detective (Arnett) and his canine partner (voice of Chris ""Ludacris"" Bridges), who has to go undercover at the world's most exclusive dog show to solve his biggest case yet.",2018,92,'comedy';'crime';'family','US';'GB',11.664,Will Arnett;Ludacris;Natasha Lyonne;Jordin Sparks;Gabriel Iglesias;Shaquille O'Neal;Omar Chaparro;Stanley Tucci;Oliver Tompsett;Andy Beckwith;RuPaul;Alan Cumming;Anders Holm;Blake Anderson;Delia Sheppard;Kate Micucci;Bern Collaço;Kerry Shale;Cristina Dohmen;Daniel Eghan;Clem So;Raja Gosnell
Black Earth Rising,SHOW,"As a child, Kate Ashby was rescued from the horrific aftermath of the Rwandan genocide and brought to the UK. But the tragic shadow of her past proves impossible to escape.",2018,59,'drama';'crime';'thriller','GB',5.831,Michaela Coel;John Goodman;Noma Dumezweni;Lucian Msamati;Tyrone Huggins;Tamara Tunie;Emmanuel Imani;Abena Ayivor
Girlfriend's Day,MOVIE,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",2017,70,'comedy';'drama','US',8.861,Bob Odenkirk;Amber Tamblyn;Stacy Keach;Alex Karpovsky;Kevin O'Grady;Rich Sommer;Larry Fessenden;Natasha Lyonne;Andy Richter;June Diane Raphael;Stephanie Courtney;Echo Kellum;Nate Mooney;Radek Lord;Tucker Smallwood;David Sullivan;Toby Huss;Steven Michael Quezada;Derek Waters;Grady Lee Richmond;Ed Begley Jr.;Lyric Lewis;Lauren Lapkus;Brett Paesel;Courtney Fansler;Mason Trueblood;Lauren Sánchez;Julia Cho;Julyza Commodore;James W. Hughes;David Lynch;Stephane Nicoli;Christina Veronica;Michael Stephenson
